Contact_ID,Start_Term_and_Year,Program_Desc,IPEDS_Ethnicities,IPEDS_Hispanic,Sex,Created_Date,Complete_Date,Admit_Date,Deposit_Date
000891,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,10/26/2020,11/9/2020,11/13/2020,11/14/2020
000892,Fall 2019,Business Adminstration - MBA,Black/African American,Non-Hispanic,Male,2/22/2019,,,
000893,Fall 2020,Business Administration - MBA,White/Caucasian,Hispanic,Female,1/5/2020,,,
000894,Sprng 2020,Technology Management - MS,Black/African American,Non-Hispanic,Male,4/17/2019,5/22/2019,7/2/2019,
000895,Fall 2022,Management - MS,Asian,Non-Hispanic,Female,12/21/2021,,,
000896,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Female,9/30/2019,11/3/2019,11/8/2019,11/30/2019
000897,Fall 2021,Business Administration - MBA,Black/African American,Non-Hispanic,Male,11/19/2020,2/4/2021,2/12/2021,2/21/2021
000898,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,8/17/2020,,,
000899,Fall 2019,Management - MS,Asian,Non-Hispanic,Female,8/26/2019,8/27/2019,8/27/2019,8/28/2019
000900,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Female,6/9/2020,,,
000901,Fall 2022,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,11/9/2021,,,
000902,Fall 2021,Management - MS,Asian,Non-Hispanic,Male,11/12/2020,3/9/2021,,
000903,Fall 2022,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,3/18/2020,,,
000904,Fall 2021,Accounting - MS,White/Caucasian,Non-Hispanic,Female,12/11/2019,2/28/2021,,
000905,Fall 2020,Accounting - M.S.,White/Caucasian,Non-Hispanic,Female,1/29/2020,,,
000906,Fall 2022,Real Estate Development - MS,Black/African American,Hispanic,Male,8/3/2021,5/31/2022,6/8/2022,
000907,Fall 2021,Accounting - MS,Two or More,Non-Hispanic,Male,2/18/2021,4/30/2021,5/18/2021,8/3/2021
000908,Fall 2021,Business Administration - MBA,Black/African American,Non-Hispanic,Male,4/5/2021,8/5/2021,,
000909,Fall 2019,Business Adminstration - MBA,Asian,Non-Hispanic,Female,1/3/2019,2/1/2019,2/15/2019,7/16/2019
000910,Fall 2021,Accounting - MS,Black/African American,Non-Hispanic,Female,10/12/2020,10/20/2020,11/18/2020,12/23/2020
000911,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Female,2/21/2019,7/8/2020,7/17/2020,7/17/2020
000912,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Female,9/25/2019,,,
000913,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Male,7/19/2019,8/7/2019,8/8/2019,8/9/2019
000914,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,6/6/2021,,,
000915,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,8/15/2018,4/9/2021,4/9/2021,4/30/2021
000916,Fall 2022,Accounting - MS,Black/African American,Non-Hispanic,Male,7/17/2019,9/27/2021,9/27/2021,7/1/2021
000917,Fall 2022,Accounting - MS,Black/African American,Non-Hispanic,Male,9/21/2021,9/29/2021,12/7/2021,
000918,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Male,5/7/2020,6/8/2020,6/12/2020,6/13/2020
000919,Fall 2021,Accounting - MS,White/Caucasian,Non-Hispanic,Male,8/31/2020,,,
000920,Fall 2020,Management - MS,White/Caucasian,Hispanic,Male,10/4/2019,,,
000921,Fall 2019,Business Adminstration - MBA,White/Caucasian,Hispanic,Female,1/28/2019,4/9/2019,5/14/2019,
000922,Spring 2021,Technology Management - MS,White/Caucasian,Non-Hispanic,Male,11/12/2020,11/23/2020,12/1/2020,12/2/2020
000923,Fall 2021,Business Administration - MBA,Asian,Non-Hispanic,Male,6/1/2021,7/14/2021,7/20/2021,7/27/2021
000924,Fall 2022,Management - MS,Not Reported,Non-Hispanic,Male,1/16/2022,,,
000925,Fall 2021,Accounting - MS,White/Caucasian,Non-Hispanic,Male,10/13/2020,1/10/2021,11/3/2021,1/30/2021
000926,Fall 2022,Business Administration - MBA,Not Reported,Non-Hispanic,Female,1/3/2022,4/29/2022,,
000927,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Female,10/15/2018,8/12/2019,,
000928,Spring 2020,Technology Management - MS,Black/African American,Hispanic,Female,2/19/2019,,,
000929,Fall 2019,Real Estate Development - MS,Prefer to not respond,Non-Hispanic,Female,5/5/2019,7/10/2019,7/12/2019,8/14/2019
000930,Fall 2022,Business Administration - MBA,Black/African American,Non-Hispanic,Male,5/17/2022,5/23/2022,5/31/2022,
000931,Fall 2020,Real Estate Development - MS,Asian,Non-Hispanic,Male,8/17/2019,8/27/2020,,
000932,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Male,1/6/2020,2/4/2020,10/26/2020,3/31/2020
000933,Fall 2022,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,11/17/2020,1/6/2022,1/6/2022,1/10/2022
000934,Fall 2020,Management - MS,White/Caucasian,Hispanic,Male,5/20/2020,7/18/2020,8/5/2020,
000935,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,10/21/2020,3/18/2021,3/26/2021,
000936,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,11/23/2020,2/25/2021,3/4/2021,3/7/2021
000937,Fall 2021,Business - PHD,White/Caucasian,Hispanic,Female,3/2/2021,,,
000938,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,4/24/2020,5/5/2020,5/8/2020,
000939,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,6/15/2020,,,
000940,Fall 2022,Business Administration - MBA,Black/African American,Non-Hispanic,Male,11/28/2021,,,
000941,Fall 2019,Real Estate Development - MS,White/Caucasian,Non-Hispanic,Female,6/7/2019,6/27/2019,7/9/2019,7/11/2019
000942,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Male,8/30/2018,4/22/2020,5/1/2020,
000943,Fall 2021,Business Administration - MBA,Black/African American,Non-Hispanic,Female,6/17/2021,,,
000944,Fall 2022,Business - PHD,White/Caucasian,Non-Hispanic,Female,8/10/2021,1/13/2022,,
000945,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Male,1/31/2019,2/18/2019,3/6/2019,5/31/2019
000946,Fall 2020,Business Administration - MBA,Not Reported,Non-Hispanic,Female,5/18/2020,7/8/2020,7/17/2020,7/21/2020
000947,Fall 2020,Business Administration - MBA,White/Caucasian,Hispanic,Female,6/2/2020,,,
000948,Fall 2020,Management - MS,Asian,Non-Hispanic,Female,1/11/2019,9/18/2019,9/18/2019,
000949,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,10/14/2019,,,
000950,Fall 2020,Accounting - M.S.,Not Reported,Non-Hispanic,Male,5/1/2020,6/16/2020,7/3/2020,8/7/2020
000951,Fall 2021,Business Administration - MBA,Not Reported,Non-Hispanic,Female,4/18/2021,,,
000952,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Male,7/20/2020,7/28/2020,7/31/2020,
000953,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Male,8/17/2020,12/9/2021,12/18/2021,
000954,Fall 2020,Real Estate Development - MS,Not Reported,Non-Hispanic,Male,8/19/2019,8/27/2020,,
000955,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Male,12/8/2019,2/12/2020,2/19/2020,3/3/2020
000956,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Male,5/11/2021,8/16/2022,8/16/2022,
000957,Fall 2020,Accounting - M.S.,Black/African American,Non-Hispanic,Male,10/25/2019,,,
000958,Fall 2020,Business Administration - MBA,Prefer to not respond,Hispanic,Male,10/10/2018,9/18/2019,9/18/2019,
000959,Fall 2022,Business Administration - MBA,Black/African American,Non-Hispanic,Male,10/10/2020,9/20/2021,9/20/2021,
000960,Fall 2022,Business - PHD,White/Caucasian,Non-Hispanic,Female,10/22/2021,12/1/2021,,
000961,Fall 2020,Accounting - M.S.,Asian,Hispanic,Female,10/12/2019,,,
000962,Fall 2019,Accounting - MS,Black/African American,Non-Hispanic,Male,10/15/2018,,,
000963,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Female,12/29/2019,4/23/2020,,
000964,Fall 2021,Real Estate Development - MS,Black/African American,Non-Hispanic,Female,10/29/2020,1/26/2021,11/3/2021,2/19/2021
000965,Spring 2020,Technology Management - MS,White/Caucasian,Non-Hispanic,Male,2/28/2019,10/8/2019,10/15/2019,10/30/2019
000966,Fall 2022,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,6/3/2021,1/3/2022,1/10/2022,7/26/2022
000967,Fall 2019,Accounting - MS,Black/African American,Non-Hispanic,Male,10/12/2018,7/9/2019,7/25/2019,
000968,Fall  2021,Business Administration - MBA,Prefer to not respond,Non-Hispanic,Male,1/10/2021,2/10/2021,2/18/2021,
000969,Fall 2019,Accounting - MS,Black/African American,Non-Hispanic,Female,2/25/2019,,,
000970,Fall 2019,Business Adminstration - MBA,Asian,Non-Hispanic,Male,10/15/2018,8/12/2019,8/12/2019,4/28/2018
000971,Fall 2022,Accounting - MS,White/Caucasian,Hispanic,Male,9/9/2021,,,
000972,Fall 2020,Accounting - M.S.,Black/African American,Hispanic,Male,1/14/2020,4/20/2020,,
000973,Fall 2019,Business Adminstration - MBA,Asian,Non-Hispanic,Female,3/20/2019,,,
000974,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Female,4/4/2019,9/18/2019,9/18/2019,7/21/2020
000975,Fall 2022,Business Administration - MBA,Native American,Non-Hispanic,Female,10/17/2021,,,
000976,Spring 2021,Technology Management - MS,White/Caucasian,Non-Hispanic,Female,10/2/2020,,,
000977,Fall 2022,Accounting - MS,Asian,Non-Hispanic,Male,10/17/2021,11/30/2021,12/17/2021,
000978,Fall 2021,Business Administration - MBA,Not Reported,Non-Hispanic,Female,8/13/2020,10/14/2020,10/23/2020,
000979,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Male,12/26/2018,2/7/2020,2/21/2020,2/22/2020
000980,Fall 2019,Business Adminstration - MBA,Black/African American,Non-Hispanic,Female,6/27/2019,8/14/2019,,
000981,Fall 2021,Accounting - MS,White/Caucasian,Non-Hispanic,Male,12/26/2020,1/31/2021,2/4/2021,4/21/2021
000982,Spring 2020,Technology Management - MS,Black/African American,Non-Hispanic,Male,9/30/2019,,,
000983,Fall 2022,Management - MS,Not Reported,Non-Hispanic,Male,7/20/2020,1/27/2022,2/5/2022,
000984,Fall 2022,Real Estate Development - MS,Prefer to not respond,Non-Hispanic,Male,3/8/2021,3/14/2022,3/14/2022,1/7/2022
000985,Fall 2022,Finance - MS,Asian,Non-Hispanic,Female,8/31/2020,8/11/2022,8/16/2022,8/17/2022
000986,Fall 2021,Real Estate Development - MS,Prefer to not respond,Non-Hispanic,Female,3/21/2021,,,
000987,Fall 2022,Finance - MS,Prefer to not respond,Non-Hispanic,Female,9/17/2021,5/4/2022,5/13/2022,
000988,Fall 2022,Technology Management - MS,White/Caucasian,Hispanic,Male,3/30/2022,6/14/2022,6/21/2022,6/23/2022
000989,Fall 2021,Business Administration - MBA,White/Caucasian,Hispanic,Male,10/10/2020,12/18/2020,1/8/2021,
000990,Fall 2021,Real Estate Development - MS,Asian,Non-Hispanic,Male,2/23/2021,3/9/2021,,
000991,Fall 2022,Management - MS,Two or More,Non-Hispanic,Female,3/14/2022,,,
000992,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,11/6/2020,2/10/2021,2/18/2021,5/26/2021
000993,Fall 2021,Business Administration - MBA,Not Reported,Non-Hispanic,Male,10/25/2019,,,
000994,Fall 2021,Finance - MS,White/Caucasian,Non-Hispanic,Female,5/31/2021,7/29/2021,8/3/2021,8/4/2021
000995,Fall 2022,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,9/8/2020,9/20/2021,9/20/2021,5/4/2022
000996,Fall 2021,Management - MS,Black/African American,Non-Hispanic,Male,3/25/2021,,,
000997,Fall 2021,Business Administration - MBA,Not Reported,Non-Hispanic,Female,9/9/2020,2/9/2021,2/17/2021,4/22/2021
000998,Fall 2019,Accounting - MS,Black/African American,Non-Hispanic,Male,2/28/2019,5/8/2019,6/7/2019,
000999,Fall 2022,Management - MS,Not Reported,Non-Hispanic,Male,1/25/2021,9/24/2021,9/24/2021,4/26/2021
001000,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Male,6/17/2019,7/3/2019,7/6/2019,7/8/2019
001001,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Male,1/3/2020,6/3/2020,7/3/2020,
001002,Fall 2020,Accounting - M.S.,Black/African American,Non-Hispanic,Male,4/14/2020,,,
001003,Fall 2022,Business Administration - MBA,Prefer to not respond,Non-Hispanic,Male,5/2/2022,5/31/2022,6/7/2022,6/14/2022
001004,Fall 2022,Business - PHD,White/Caucasian,Non-Hispanic,Female,10/23/2021,,,
001005,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Male,1/20/2019,,,
001006,Fall 2022,Technology Management - MS,White/Caucasian,Non-Hispanic,Female,6/2/2021,4/25/2022,4/25/2022,4/25/2022
001007,Fall 2020,Accounting - M.S.,Asian,Non-Hispanic,Male,10/25/2019,,,
001008,Fall 2021,Business Administration - MBA,Asian,Non-Hispanic,Female,5/18/2021,7/7/2021,7/13/2021,
001009,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,2/18/2020,3/18/2020,3/24/2020,
001010,Fall 2021,Accounting - MS,White/Caucasian,Non-Hispanic,Female,10/20/2020,1/4/2021,1/14/2021,1/15/2021
001011,Spring 2022,Technology Management - MS,Not Reported,Non-Hispanic,Female,7/19/2021,7/29/2021,8/7/2021,8/19/2021
001012,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Male,8/15/2018,2/14/2020,2/25/2020,2/26/2020
001013,Fall 2020,Technology Management - MS,Black/African American,Non-Hispanic,Female,5/22/2020,5/28/2020,6/26/2020,7/1/2020
001014,Fall 2020,Accounting - M.S.,Asian,Non-Hispanic,Male,12/11/2019,,,
001015,Fall 2020,Real Estate Development - MS,White/Caucasian,Non-Hispanic,Male,8/15/2018,7/14/2020,7/30/2020,
001016,Fall 2022,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,1/28/2021,4/15/2022,,
001017,Fall 2022,Finance - MS,White/Caucasian,Non-Hispanic,Female,1/31/2022,8/15/2022,8/17/2022,
001018,Fall 2021,Management - MS,White/Caucasian,Non-Hispanic,Female,11/30/2020,,,
001019,Fall 2021,Business Administration - MBA,Black/African American,Non-Hispanic,Male,3/2/2021,4/25/2021,5/2/2021,5/10/2021
001020,Fall 2021,Business Administration - MBA,Prefer to not respond,Non-Hispanic,Male,8/26/2019,3/1/2021,3/8/2021,4/4/2021
001021,Fall 2021,Management - MS,Prefer to not respond,Non-Hispanic,Male,4/21/2021,,,
001022,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,7/1/2020,7/31/2020,8/7/2020,
001023,Fall 2019,Business Adminstration - MBA,Black/African American,Non-Hispanic,Female,12/18/2018,,,
001024,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Male,2/14/2019,12/8/2019,12/12/2019,
001025,Fall 2021,Business Administration - MBA,Asian,Non-Hispanic,Female,5/13/2020,,,
001026,Fall 2021,Business Administration - MBA,Prefer to not respond,Non-Hispanic,Female,1/14/2021,2/9/2021,2/17/2021,
001027,Fall 2020,Accounting - M.S.,White/Caucasian,Non-Hispanic,Male,1/2/2020,4/30/2020,,
001028,Fall 2020,Accounting - M.S.,Not Reported,Non-Hispanic,Female,8/24/2019,5/8/2020,,
001029,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,3/4/2020,,,
001030,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Female,12/18/2018,3/15/2019,3/29/2019,4/1/2019
001031,Fall 2019,Business Adminstration - MBA,Black/African American,Non-Hispanic,Male,7/30/2019,,,
001032,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Male,5/16/2020,6/1/2020,6/12/2020,6/16/2020
001033,Fall 2021,Management - MS,Black/African American,Non-Hispanic,Male,10/16/2020,2/2/2021,2/13/2021,7/19/2021
001034,Fall 2019,Accounting - MS,Asian,Non-Hispanic,Male,1/10/2019,1/23/2019,3/8/2019,5/3/2019
001035,Fall 2020,Management - MS,White/Caucasian,Non-Hispanic,Female,5/6/2019,1/28/2020,2/29/2020,3/1/2020
001036,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Male,8/15/2018,2/14/2020,3/10/2020,3/10/2020
001037,Fall 2022,Finance - MS,Black/African American,Non-Hispanic,Male,8/19/2019,2/2/2022,2/10/2022,3/7/2022
001038,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,9/5/2019,10/29/2019,11/1/2019,11/1/2019
001039,Fall 2022,Business Administration - MBA,Black/African American,Non-Hispanic,Male,8/27/2019,5/19/2022,5/26/2022,6/9/2022
001040,Fall 2020,Accounting - M.S.,Black/African American,Non-Hispanic,Male,2/12/2020,,,
001041,Fall 2021,Accounting - MS,White/Caucasian,Non-Hispanic,Male,12/28/2020,,,
001042,Fall 2021,Management - MS,Prefer to not respond,Hispanic,Male,11/28/2018,3/1/2021,3/1/2021,
001043,Fall 2020,Management - MS,Black/African American,Non-Hispanic,Male,4/6/2020,4/28/2020,,
001044,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Female,4/25/2019,6/1/2020,,
001045,Fall 2021,Business Administration - MBA,Prefer to not respond,Non-Hispanic,Male,7/10/2020,1/22/2021,,
001046,Fall 2020,Management - MS,Black/African American,Non-Hispanic,Male,11/15/2019,1/29/2020,2/8/2020,
001047,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Female,3/22/2019,6/22/2020,6/23/2020,
001048,Fall 2020,Business Administration - MBA,Not Reported,Non-Hispanic,Female,12/15/2019,2/16/2020,2/28/2020,2/29/2020
001049,Fall 2022,Management - MS,Not Reported,Non-Hispanic,Female,11/17/2020,9/20/2021,9/20/2021,3/2/2022
001050,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Female,1/4/2021,5/6/2022,,
001051,Fall 2022,Real Estate Development - MS,Asian,Non-Hispanic,Male,7/14/2021,3/14/2022,3/14/2022,9/22/2021
001052,Fall 2022,Management - MS,White/Caucasian,Non-Hispanic,Male,6/8/2020,9/29/2021,11/6/2021,1/7/2022
001053,Fall 2021,Accounting - MS,Asian,Non-Hispanic,Male,12/31/2020,2/16/2021,3/3/2021,4/17/2021
001054,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,6/24/2020,6/29/2020,7/13/2020,7/14/2020
001055,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,7/16/2020,1/15/2021,1/22/2021,1/22/2021
001056,Fall 2022,Business Administration - MBA,Asian,Hispanic,Female,5/22/2019,5/31/2022,6/8/2022,6/15/2022
001057,Fall 2021,Real Estate Development - MS,Asian,Non-Hispanic,Male,2/8/2019,3/24/2021,3/26/2021,4/14/2021
001058,Fall 2022,Business Administration - MBA,Prefer to not respond,Non-Hispanic,Male,11/21/2021,3/16/2022,3/23/2022,
001059,Fall 2019,Business Adminstration - MBA,Black/African American,Non-Hispanic,Male,1/27/2019,2/26/2019,3/13/2019,7/31/2019
001060,Fall 2022,Management - MS,White/Caucasian,Non-Hispanic,Male,2/9/2022,3/4/2022,3/5/2022,
001061,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Female,6/15/2019,7/10/2019,7/16/2019,7/18/2019
001062,Spring 2021,Technology Management - MS,Black/African American,Non-Hispanic,Female,8/23/2019,10/12/2020,10/29/2020,10/29/2020
001063,Fall 2022,Technology Management - MS,Asian,Non-Hispanic,Female,7/10/2021,5/11/2022,5/27/2022,7/13/2022
001064,Fall 2021,Business Administration - MBA,White/Caucasian,Hispanic,Male,11/11/2020,,,
001065,Fall 2022,Real Estate Development - MS,Asian,Hispanic,Male,8/5/2019,3/14/2022,3/14/2022,5/31/2022
001066,Fall 2022,Management - MS,White/Caucasian,Non-Hispanic,Male,1/11/2022,8/17/2022,8/17/2022,8/17/2022
001067,Fall 2019,Business Adminstration - MBA,Asian,Non-Hispanic,Male,10/15/2018,8/12/2019,8/12/2019,
001068,Fall 2020,Management - MS,Asian,Non-Hispanic,Male,3/30/2020,6/24/2020,7/3/2020,
001069,Fall 2019,Business Adminstration - MBA,Black/African American,Non-Hispanic,Female,1/8/2019,,,
001070,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,7/30/2020,8/4/2020,8/7/2020,8/11/2020
001071,Fall 2022,Finance - MS,Asian,Non-Hispanic,Female,6/9/2021,9/24/2021,9/24/2021,7/15/2022
001072,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,4/24/2021,8/5/2021,,
001073,Fall 2022,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,1/17/2022,5/5/2022,5/13/2022,
001074,Fall 2021,Finance - MS,Black/African American,Non-Hispanic,Male,5/5/2021,7/26/2021,8/3/2021,
001075,Fall 2020,Business Administration - MBA,Not Reported,Non-Hispanic,Male,12/30/2019,1/8/2020,1/10/2020,
001076,Fall 2021,Accounting - MS,Asian,Non-Hispanic,Male,10/16/2020,11/18/2020,12/21/2020,4/16/2021
001077,Fall 2022,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,10/27/2020,5/6/2022,5/16/2022,5/23/2022
001078,Fall 2020,Accounting - M.S.,White/Caucasian,Non-Hispanic,Female,2/22/2019,8/14/2020,,
001079,Fall 2021,Business Administration - MBA,Asian,Non-Hispanic,Female,1/28/2020,,,
001080,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,9/28/2019,5/12/2021,5/12/2021,8/9/2021
001081,Fall 2022,Finance - MS,White/Caucasian,Hispanic,Female,6/15/2021,9/20/2021,9/20/2021,
001082,Fall 2019,Business Adminstration - MBA,Black/African American,Non-Hispanic,Female,9/13/2018,10/5/2018,10/30/2018,
001083,Fall 2022,Business - PHD,Prefer to not respond,Hispanic,Male,11/29/2021,,,
001084,Fall 2020,Business Administration - MBA,Prefer to not respond,Non-Hispanic,Female,7/4/2019,2/20/2020,3/13/2020,3/29/2020
001085,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,4/1/2021,5/11/2021,5/18/2021,5/24/2021
